;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;;
; N596FE ;McDonnell Douglas MD-11F; Cargo ; 27 Sep 2000 ;; 596 ; Peyton ; 29 Years ;;;
; N597FE ;McDonnell Douglas MD-11F; Cargo ; 4 Jun 2002 ;; 597 ; Jan ; 29 Years ;;;
; N598FE ;McDonnell Douglas MD-11F; Cargo ; 3 Jun 2002 ;; 598 ; Kate ; 28.9 Years ;;;
; N599FE ;McDonnell Douglas MD-11F; Cargo ; 12 Dec 2001 ;; 599 ; Mariana ; 28.5 Years ;;;
; N601FE ;McDonnell Douglas MD-11F; Cargo ; 27 Jun 1991 ;; 601 ; Jim Riedmeyer ; 32.1 Years ;;;
; N602FE ;McDonnell Douglas MD-11F; Cargo ; 29 May 1991 ;; 602 ; Malcolm Baldrige 1990 ; 32 Years ;;;
; N603FE ;McDonnell Douglas MD-11F; Cargo ; 11 Sep 1991 ;; 603 ; Elizabeth ; 30.5 Years ;;;
; N604FE ;McDonnell Douglas MD-11F; Cargo ; 22 May 1992 ;; 604 ; Brynn ; 29.9 Years ;;;
; N605FE ;McDonnell Douglas MD-11F; Cargo ; 29 Sep 1992 ;; 605 ; April Star ; 29.5 Years ;;;
; N606FE ;McDonnell Douglas MD-11F; Cargo ; 28 Jul 1993 ;; 606 ; Macen ; 28.7 Years ;;;
; N607FE ;McDonnell Douglas MD-11F; Cargo ; 13 Oct 1992 ;; 607 ; Christina ; 29.5 Years ;;;
; N608FE ;McDonnell Douglas MD-11F; Cargo ; 25 Nov 1992 ;; 608 ; Colton ; 29.4 Years ;;;
; N609FE ;McDonnell Douglas MD-11F; Cargo ; 30 Jun 1993 ;; 609 ; Scott ; 28.8 Years ;;;
; N610FE ;McDonnell Douglas MD-11F; Cargo ; 25 Aug 1993 ;; 610 ; Marisa ; 28.6 Years ;;;
; N612FE ;McDonnell Douglas MD-11F; Cargo ; 30 Sep 1993 ;; 612 ; Alyssa ; 28.5 Years ;;;
; N613FE ;McDonnell Douglas MD-11F; Cargo ; 12 Mar 1996 ;; 613 ; Krista ; 26.1 Years ;;;
; N614FE ;McDonnell Douglas MD-11F; Cargo ; 12 Nov 1992 ;; 614 ; Christy ; 29.7 Years ;;;
; N615FE ;McDonnell Douglas MD-11F; Cargo ; 25 Jun 1996 ;; 615 ; Youhei ; 25.8 Years ;;;
; N616FE ;McDonnell Douglas MD-11F; Cargo ; 19 Nov 1995 ;; 616 ; Terra ; 26.4 Years ;;;
; N617FE ;McDonnell Douglas MD-11F; Cargo ; 8 Dec 1995 ;; 617 ; Kayli ; 26.3 Years ;;;
; N618FE ;McDonnell Douglas MD-11F; Cargo ; 22 Aug 1996 ;; 618 ; Justin ; 25.6 Years ;;;
; N619FE ;McDonnell Douglas MD-11F; Cargo ; 15 Nov 1996 ;; 619 ; Joey ; 25.5 Years ;;;
; N620FE ;McDonnell Douglas MD-11F; Cargo ; 30 Mar 1999 ;; 620 ; Brody ; 23 Years ;;;
; N621FE ;McDonnell Douglas MD-11F; Cargo ; 28 May 1999 ;; 621 ; Connor ; 23 Years ;;;
; N623FE ;McDonnell Douglas MD-11F; Cargo ; 29 Jun 1999 ;; 623 ; Meghan ; 22.8 Years ;;;
; N624FE ;McDonnell Douglas MD-11F; Cargo ; 23 Dec 2004 ;; 624 ; Corinne ; 31.8 Years ;;;
; N625FE ;McDonnell Douglas MD-11F; Cargo ; 28 Sep 2010 ;; 625 ; Robyn ; 25.3 Years ;;;
; N628FE ;McDonnell Douglas MD-11F; Cargo ; 4 Jan 2005 ;; 628 ; Noah ; 30.8 Years ;;;
; N631FE ;McDonnell Douglas MD-11F; Cargo ; 23 Dec 2004 ;; 631 ; Lucas ; 30.4 Years ;;;
; N642FE ;McDonnell Douglas MD-11F; Cargo ; 23 Mar 2011 ;; 642 ; Elise ; 29.7 Years ;;;
; N643FE ;McDonnell Douglas MD-11F; Cargo ; 22 Feb 2011 ;; 643 ; Haley ; 29.6 Years ;;;
; N647FE ;McDonnell Douglas MD-11F; Cargo ; 11 Feb 2020 ; Parked ; 647 ;; 22.6 Years ;;;
; N649FE ;McDonnell Douglas MD-11F; Cargo ; 27 Mar 2020 ; Parked LAX ; 649 ;; 22.3 Years ;;;
